"","ResponseId","Q12_1","Q12_2","Q12_3","Q12_4","Q12_5","Q12_6","Q12_7","Q12_8","Q13","Q14","Q15_1","Q15_2","Q15_3","Q15_4","Q15_5","Q15_6","Q15_7","Q15_8","Q15_9","Q15_10","Q16_1","Q16_2","Q16_3","Q16_4","Q16_5","Q16_6","Q16_7","Q16_8","Q32_1","Q32_2","Q32_3","Q32_4","Q32_5","Q32_6","Q32_7","Q32_8","Q32_9","Q32_10","Q32_11","Q32_12","Q34_1","Q34_2","Q34_3","Q34_4","Q34_5","Q34_6","Q34_7","Q34_8","Q34_9","Q34_10","Q34_11","Q34_12"
"335","R_1IQoHypN5fLPd1W","within a 1 hour drive (between 15 and 60 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","more than 1 hour away (more than 60 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","Yes","Yes","monthly","2-3 times per year","weekly","monthly","2-3 times per year","2-3 times per year","monthly","weekly","2-3 times per year","monthly","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Extremely important","Very important","Somewhat important","Very important","Very important","Somewhat important","Very important","Extremely important","Extremely important","Very important","Somewhat important","Very important","Very important","Very important","Extremely important","Extremely important","Very important","Somewhat important","Very important","Extremely important","Very important","Somewhat important","Very important","Very important"
"336","R_R84fwfjKSrlPbe9","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 15 minute drive (between 5 and 15 miles)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 15 minute drive (between 5 and 15 miles)","within a 10 minute walk (less than a half mile)","Yes","Yes","weekly","weekly","weekly","daily","daily","2-3 times per year","monthly","almost never","2-3 times per year","monthly","No","Yes","Yes","No","Yes","No","No","Yes","Very important","Somewhat important","Extremely important","Extremely important","Extremely important","Very important","Somewhat important","Not very important","Extremely important","Very important","Somewhat important","Extremely important","Extremely important","Not at all important","Very important","Very important","Extremely important","Extremely important","Extremely important","Not very important","Extremely important","Extremely important","Very important","Extremely important"
"337","R_eVPEhosgLqRBjqN","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","Yes","Yes","weekly","weekly","monthly","daily","2-3 times per week","monthly","monthly","monthly","monthly","2-3 times per year","Yes","Yes","Yes","Yes","No","Yes","No","No","Somewhat important","Somewhat important","Very important","Very important","Very important","Not at all important","Not at all important","Not very important","Somewhat important","Not very important","Not at all important","Very important","Very important","Not very important","Very important","Somewhat important","Somewhat important","Not at all important","Not very important","Not very important","Somewhat important","Somewhat important","Very important","Extremely important"
"338","R_1kXfOPxTRBjEGru","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","I don’t know","within a 1 hour drive (between 15 and 60 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 5 minute drive (less than 5 miles)","No","Yes","2-3 times per week","weekly","2-3 times per week","weekly","2-3 times per week","weekly","2-3 times per week","yearly","yearly","weekly","Yes","Yes","Yes","Yes","Yes","No","No","No","Somewhat important","Not very important","Somewhat important","Very important","Very important","Somewhat important","Not very important","Somewhat important","Somewhat important","Very important","Not very important","Very important","Somewhat important","Not very important","Not very important","Somewhat important","Very important","Somewhat important","Not very important","Somewhat important","Very important","Somewhat important","Not very important","Not very important"
"339","R_12suQ7FrB6r9O3Y","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 1 hour drive (between 15 and 60 miles)","within a 15 minute drive (between 5 and 15 miles)","I don’t know","I don’t know","Yes","Yes","almost never","almost never","almost never","2-3 times per week","2-3 times per week","almost never","almost never","almost never","almost never","almost never","No","No","No","No","No","No","No","No","Somewhat important","Somewhat important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Very important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important"
"340","R_3j1elj9nbd1DIZE","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","I don’t know","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","more than 1 hour away (more than 60 miles)","I don’t know","Yes","Yes","almost never","monthly","monthly","weekly","2-3 times per week","almost never","2-3 times per year","monthly","yearly","almost never","No","Yes","Yes","No","Yes","No","No","No","Not very important","Not at all important","Somewhat important","Somewhat important","Somewhat important","Not at all important","Not at all important","Not at all important","Somewhat important","Somewhat important","Not at all important","Not at all important","Somewhat important","Not at all important","Somewhat important","Somewhat important","Somewhat important","Not at all important","Not at all important","Not at all important","Not at all important","Somewhat important","Not at all important","Not at all important"
"341","R_1q9Z5Wd2uIyEWXB","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 15 minute drive (between 5 and 15 miles)","more than 1 hour away (more than 60 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","Yes","Yes","monthly","yearly","monthly","2-3 times per year","monthly","weekly","monthly","2-3 times per year","yearly","2-3 times per year","Yes","Yes","Yes","Yes","No","Yes","No","No","Not very important","Somewhat important","Not very important","Not at all important","Not at all important","Not very important","Somewhat important","Not very important","Not at all important","Not very important","Somewhat important","Not very important","Not very important","Somewhat important","Very important","Not very important","Somewhat important","Not at all important","Not very important","Somewhat important","Not very important","Somewhat important","Not very important","Not at all important"
"342","R_agCcFCD6HXLlkit","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","I don’t know","I don’t know","I don’t know","I don’t know","I don’t know","Yes","Yes","almost never","almost never","almost never","monthly","weekly","almost never","almost never","almost never","almost never","almost never","No","No","No","No","No","No","No","No","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)"
"343","R_1GOGvKjllSwDJOz","within a 15 minute drive (between 5 and 15 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 10 minute walk (less than a half mile)","within a 15 minute drive (between 5 and 15 miles)","within a 10 minute walk (less than a half mile)","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","Yes","Yes","2-3 times per year","2-3 times per week","2-3 times per week","daily","daily","weekly","yearly","daily","almost never","yearly","No","No","No","No","No","No","No","No","Somewhat important","Very important","Somewhat important","Not very important","Somewhat important","Not very important","Somewhat important","Extremely important","Extremely important","Extremely important","Very important","N/A (did not use)","Very important","Somewhat important","Very important","Somewhat important","Very important","Very important","Somewhat important","Not very important","Very important","Somewhat important","Somewhat important","N/A (did not use)"
"344","R_1Cx2NXZ39XqipdI","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","more than 1 hour away (more than 60 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 5 minute drive (less than 5 miles)","Yes","Yes","monthly","2-3 times per year","daily","2-3 times per week","daily","monthly","2-3 times per year","yearly","monthly","yearly","Yes","No","No","Yes","No","Yes","Yes","No","Somewhat important","Very important","Extremely important","Extremely important","Very important","Somewhat important","Somewhat important","Very important","Extremely important","Extremely important","Somewhat important","Somewhat important","Not very important","Somewhat important","Very important","Very important","Somewhat important","Somewhat important","Very important","Extremely important","Very important","Somewhat important","Not very important","Somewhat important"
"345","R_r2waZDkgFIm7QMp","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","I don’t know","within a 5 minute drive (less than 5 miles)","I don’t know","within a 10 minute walk (less than a half mile)","within a 5 minute drive (less than 5 miles)","Yes","Yes","almost never","monthly","monthly","daily","daily","almost never","2-3 times per year","almost never","almost never","almost never","No","No","No","No","No","No","No","No","Not very important","N/A (did not use)","Not very important","Not very important","Not very important","N/A (did not use)","N/A (did not use)","N/A (did not use)","Not at all important","Not very important","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)"
"346","R_2zvENeSJgoYkXMQ","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","I don’t know","within a 5 minute drive (less than 5 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 10 minute walk (less than a half mile)","within a 1 hour drive (between 15 and 60 miles)","Yes","Yes","almost never","2-3 times per week","2-3 times per week","daily","daily","almost never","almost never","2-3 times per year","almost never","2-3 times per year","No","No","No","No","No","No","No","No","Somewhat important","Not very important","Not very important","Somewhat important","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","Very important","Somewhat important","N/A (did not use)","N/A (did not use)","Somewhat important","Not at all important","Not at all important","Not at all important","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","Very important","Somewhat important","N/A (did not use)","N/A (did not use)"
"347","R_3papSP1sk91E9AD","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","more than 1 hour away (more than 60 miles)","within a 5 minute drive (less than 5 miles)","within a 1 hour drive (between 15 and 60 miles)","more than 1 hour away (more than 60 miles)","Yes","Yes","weekly","monthly","monthly","weekly","2-3 times per year","yearly","monthly","monthly","weekly","yearly","Yes","Yes","Yes","Yes","No","No","Yes","No","Somewhat important","Somewhat important","Somewhat important","Not very important","Not at all important","Not very important","Somewhat important","Not very important","Somewhat important","Very important","Somewhat important","Not very important","Somewhat important","Not very important","Not at all important","Not very important","Not very important","Somewhat important","Not very important","Somewhat important","Not very important","Not at all important","Not very important","Not very important"
"348","R_Tdtze0cidZAaL4J","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","I don’t know","I don’t know","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","Yes","Yes","almost never","almost never","almost never","almost never","2-3 times per week","almost never","almost never","2-3 times per year","almost never","almost never","No","No","No","No","No","No","No","No","Not at all important","Not at all important","Not at all important","Somewhat important","Not at all important","Not at all important","Not at all important","Not at all important","Somewhat important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important"
"349","R_QczZHGBQM3A7l1T","within a 5 minute drive (less than 5 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","Yes","No","2-3 times per week","monthly","monthly","monthly","2-3 times per year","weekly","yearly","2-3 times per year","2-3 times per year","weekly","No","No","No","No","No","No","No","No","Extremely important","Extremely important","Very important","Very important","Very important","Extremely important","Very important","Very important","Very important","Extremely important","Very important","Somewhat important","Extremely important","Extremely important","Very important","Extremely important","Extremely important","Very important","Very important","Very important","Extremely important","Somewhat important","Very important","Somewhat important"
"350","R_24nPUnmlAxDnj8B","within a 15 minute drive (between 5 and 15 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","Yes","Yes","weekly","weekly","weekly","daily","daily","weekly","monthly","monthly","monthly","2-3 times per year","Yes","Yes","Yes","Yes","No","No","No","Yes","Very important","Very important","Very important","Very important","Somewhat important","Not very important","Not very important","Extremely important","Extremely important","Extremely important","Somewhat important","Extremely important","Somewhat important","Somewhat important","Extremely important","Extremely important","Extremely important","Extremely important","Not very important","Extremely important","Extremely important","Extremely important","Somewhat important","Somewhat important"
"351","R_1qUjJD57cMRmS9y","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","I don’t know","within a 10 minute walk (less than a half mile)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","Yes","Yes","almost never","2-3 times per week","2-3 times per week","2-3 times per week","2-3 times per week","almost never","2-3 times per year","weekly","almost never","weekly","No","Yes","Yes","No","Yes","No","No","No","Extremely important","Somewhat important","Very important","Very important","Very important","Not at all important","Not at all important","Not at all important","Very important","Very important","Somewhat important","Very important","Very important","Not at all important","Not at all important","Somewhat important","Not at all important","Not at all important","Not at all important","Not at all important","Very important","Very important","Not at all important","Not at all important"
"352","R_3Hv8Cz308fw7VYS","within a 10 minute walk (less than a half mile)","within a 5 minute drive (less than 5 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 5 minute drive (less than 5 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 15 minute drive (between 5 and 15 miles)","Yes","Yes","yearly","almost never","2-3 times per year","daily","daily","2-3 times per year","2-3 times per year","yearly","yearly","almost never","No","No","No","No","No","No","No","No","Very important","Not very important","Very important","Extremely important","Extremely important","Very important","Very important","Extremely important","Extremely important","Extremely important","Very important","Somewhat important","Extremely important","Very important","Very important","Extremely important","Very important","Extremely important","Somewhat important","Extremely important","Very important","Extremely important","Extremely important","Somewhat important"
"353","R_3PNAAZ7VYYg4tZS","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","I don’t know","I don’t know","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","I don’t know","No","Yes","almost never","almost never","almost never","almost never","weekly","almost never","almost never","almost never","almost never","almost never","No","No","No","No","No","No","No","No","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)"
"354","R_3s7xZcB64u1ujfP","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","more than 1 hour away (more than 60 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 5 minute drive (less than 5 miles)","within a 1 hour drive (between 15 and 60 miles)","Yes","No","almost never","monthly","monthly","daily","daily","almost never","almost never","almost never","almost never","almost never","No","No","No","No","No","No","No","No","Not very important","Not at all important","Somewhat important","Very important","Very important","Somewhat important","N/A (did not use)","N/A (did not use)","Somewhat important","Somewhat important","N/A (did not use)","N/A (did not use)","Not at all important","Not at all important","Not at all important","Not at all important","N/A (did not use)","Not at all important","N/A (did not use)","N/A (did not use)","Not at all important","Not at all important","N/A (did not use)","N/A (did not use)"
"355","R_2Qxl9IalK5e4kEv","within a 1 hour drive (between 15 and 60 miles)","within a 10 minute walk (less than a half mile)","within a 15 minute drive (between 5 and 15 miles)","I don’t know","within a 5 minute drive (less than 5 miles)","more than 1 hour away (more than 60 miles)","I don’t know","within a 15 minute drive (between 5 and 15 miles)","Yes","Yes","weekly","2-3 times per year","yearly","monthly","2-3 times per week","yearly","weekly","2-3 times per week","daily","yearly","Yes","No","Yes","No","No","No","No","No","Somewhat important","Extremely important","Very important","Not at all important","Very important","Not at all important","Very important","Somewhat important","Extremely important","N/A (did not use)","Somewhat important","Not at all important","Extremely important","Not at all important","Somewhat important","N/A (did not use)","Very important","Extremely important","Very important","Not at all important","Not very important","Somewhat important","Somewhat important","Very important"
"356","R_3L1DhUin9lUi2eu","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","I don’t know","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","Yes","Yes","almost never","2-3 times per year","2-3 times per year","daily","daily","almost never","almost never","2-3 times per year","almost never","2-3 times per year","No","No","No","No","No","No","No","No","N/A (did not use)","Somewhat important","Somewhat important","Somewhat important","Somewhat important","N/A (did not use)","N/A (did not use)","N/A (did not use)","Somewhat important","Somewhat important","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)"
"357","R_10TpTYlA5nX3UiZ","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 15 minute drive (between 5 and 15 miles)","I don’t know","within a 5 minute drive (less than 5 miles)","Yes","Yes","2-3 times per year","monthly","monthly","daily","daily","weekly","2-3 times per year","2-3 times per year","almost never","yearly","No","Yes","Yes","Yes","Yes","Yes","No","No","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Not very important","N/A (did not use)","N/A (did not use)","N/A (did not use)","Somewhat important","Somewhat important","N/A (did not use)","Somewhat important","Not very important","Extremely important","Somewhat important","Very important","Very important","N/A (did not use)","N/A (did not use)","N/A (did not use)","Extremely important","Somewhat important","N/A (did not use)","Extremely important"
"358","R_2BzDQiFnI61JkUF","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 5 minute drive (less than 5 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","Yes","Yes","monthly","monthly","monthly","weekly","weekly","monthly","almost never","monthly","monthly","almost never","No","Yes","Yes","Yes","No","No","No","No","Not at all important","Not at all important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Not very important","Somewhat important","Not at all important","Not at all important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Not very important","Somewhat important"
"359","R_1I4XLQXfdU07s9G","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","more than 1 hour away (more than 60 miles)","more than 1 hour away (more than 60 miles)","within a 10 minute walk (less than a half mile)","Yes","Yes","2-3 times per week","2-3 times per week","2-3 times per week","2-3 times per week","daily","daily","almost never","almost never","almost never","2-3 times per week","No","No","No","Yes","No","No","No","No","Not at all important","Somewhat important","Somewhat important","Not at all important","Very important","Extremely important","Extremely important","Extremely important","Extremely important","Somewhat important","Somewhat important","N/A (did not use)","Not at all important","Somewhat important","Somewhat important","Not at all important","Not very important","Not at all important","Not at all important","Not very important","Not very important","Not very important","Not at all important","N/A (did not use)"
"360","R_DT6HmzMsPFO3RoB","I don’t know","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","more than 1 hour away (more than 60 miles)","within a 10 minute walk (less than a half mile)","I don’t know","within a 1 hour drive (between 15 and 60 miles)","Yes","Yes","almost never","monthly","2-3 times per year","daily","daily","almost never","almost never","2-3 times per week","almost never","almost never","No","No","No","No","No","Yes","No","No","Very important","Somewhat important","Somewhat important","Somewhat important","Not at all important","Not at all important","Not at all important","Not at all important","Somewhat important","Somewhat important","Not at all important","Not at all important","Very important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Somewhat important","Somewhat important","Not at all important","Not at all important"
"361","R_3rNE0X6eYH5wfRR","more than 1 hour away (more than 60 miles)","within a 1 hour drive (between 15 and 60 miles)","more than 1 hour away (more than 60 miles)","within a 1 hour drive (between 15 and 60 miles)","more than 1 hour away (more than 60 miles)","more than 1 hour away (more than 60 miles)","within a 1 hour drive (between 15 and 60 miles)","more than 1 hour away (more than 60 miles)","No","No","2-3 times per year","monthly","yearly","monthly","2-3 times per year","yearly","2-3 times per year","2-3 times per year","2-3 times per year","2-3 times per year","Yes","No","Yes","Yes","No","Yes","Yes","No","Very important","Extremely important","Very important","Extremely important","Very important","Very important","Very important","Somewhat important","Very important","Somewhat important","Very important","Very important","Somewhat important","Very important","Extremely important","Extremely important","Very important","Somewhat important","Very important","Somewhat important","Somewhat important","Very important","Very important","Very important"
"362","R_3PtU3QfOwFByx8e","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","more than 1 hour away (more than 60 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","No","No","almost never","almost never","almost never","almost never","almost never","almost never","almost never","almost never","almost never","almost never","No","No","No","No","No","No","No","No","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)"
"363","R_23WAGSIjZjNef9E","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 5 minute drive (less than 5 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 5 minute drive (less than 5 miles)","Yes","No","weekly","weekly","weekly","daily","almost never","almost never","almost never","yearly","2-3 times per year","almost never","Yes","Yes","Yes","No","No","No","No","No","Extremely important","Not at all important","Somewhat important","Very important","Not very important","Not very important","Not at all important","Not at all important","Not at all important","Very important","Somewhat important","Not very important","Extremely important","Extremely important","Somewhat important","Very important","Not at all important","Not at all important","Not at all important","Not at all important","Not very important","Somewhat important","Not very important","Very important"
"364","R_2a8KzUMya8StR3B","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 15 minute drive (between 5 and 15 miles)","within a 5 minute drive (less than 5 miles)","within a 10 minute walk (less than a half mile)","Yes","Yes","daily","daily","daily","daily","daily","2-3 times per week","daily","2-3 times per week","yearly","2-3 times per week","No","Yes","Yes","No","Yes","Yes","No","Yes","Somewhat important","Very important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Not at all important","N/A (did not use)","Somewhat important","Very important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Not at all important","N/A (did not use)"
"365","R_2YRKawkSSJREyVH","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 10 minute walk (less than a half mile)","Yes","Yes","almost never","monthly","monthly","2-3 times per week","2-3 times per week","weekly","monthly","monthly","monthly","almost never","No","Yes","Yes","Yes","Yes","No","No","No","Somewhat important","Somewhat important","Somewhat important","Very important","Somewhat important","N/A (did not use)","N/A (did not use)","N/A (did not use)","Extremely important","Extremely important","Extremely important","N/A (did not use)","Somewhat important","Somewhat important","Somewhat important","Very important","Somewhat important","N/A (did not use)","N/A (did not use)","N/A (did not use)","Extremely important","Extremely important","Extremely important","N/A (did not use)"
"366","R_1LCiuAmJXYfuq86","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","I don’t know","within a 5 minute drive (less than 5 miles)","Yes","Yes","almost never","almost never","almost never","2-3 times per week","2-3 times per week","2-3 times per week","almost never","almost never","almost never","almost never","No","No","No","No","No","No","No","No","Somewhat important","Very important","Very important","Extremely important","Very important","Very important","Very important","N/A (did not use)","Somewhat important","Very important","Somewhat important","N/A (did not use)","Not very important","Very important","Very important","Very important","Extremely important","Extremely important","Extremely important","N/A (did not use)","Not very important","Very important","Not very important","N/A (did not use)"
"367","R_3nuev33hEsm3ufM","within a 5 minute drive (less than 5 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","I don’t know","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","more than 1 hour away (more than 60 miles)","Yes","Yes","monthly","monthly","monthly","monthly","weekly","2-3 times per year","almost never","almost never","almost never","almost never","No","No","No","No","No","No","No","No","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","N/A (did not use)","Very important","Somewhat important","Somewhat important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","N/A (did not use)"
"368","R_3FKYUTAW3c1dhnT","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 5 minute drive (less than 5 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 5 minute drive (less than 5 miles)","Yes","Yes","yearly","yearly","yearly","monthly","daily","almost never","almost never","almost never","almost never","almost never","No","Yes","No","No","No","No","No","No","Not at all important","Not very important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important"
