"","ResponseId","Q12_1","Q12_2","Q12_3","Q12_4","Q12_5","Q12_6","Q12_7","Q12_8","Q13","Q14","Q15_1","Q15_2","Q15_3","Q15_4","Q15_5","Q15_6","Q15_7","Q15_8","Q15_9","Q15_10","Q16_1","Q16_2","Q16_3","Q16_4","Q16_5","Q16_6","Q16_7","Q16_8","Q32_1","Q32_2","Q32_3","Q32_4","Q32_5","Q32_6","Q32_7","Q32_8","Q32_9","Q32_10","Q32_11","Q32_12","Q34_1","Q34_2","Q34_3","Q34_4","Q34_5","Q34_6","Q34_7","Q34_8","Q34_9","Q34_10","Q34_11","Q34_12"
"472","R_XYcCtM6kDhe7qUN","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","No","No","2-3 times per year","monthly","monthly","almost never","almost never","weekly","almost never","almost never","almost never","almost never","No","No","No","No","No","No","No","No","Somewhat important","Extremely important","Very important","Very important","Extremely important","Extremely important","Extremely important","Extremely important","Very important","Very important","Very important","N/A (did not use)","Not at all important","Extremely important","Very important","Very important","Very important","Very important","Very important","Extremely important","Somewhat important","Very important","Very important","N/A (did not use)"
"473","R_21EWrBEQ05yNQxL","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 10 minute walk (less than a half mile)","within a 5 minute drive (less than 5 miles)","within a 10 minute walk (less than a half mile)","within a 5 minute drive (less than 5 miles)","within a 10 minute walk (less than a half mile)","within a 5 minute drive (less than 5 miles)","Yes","Yes","weekly","2-3 times per week","monthly","weekly","2-3 times per week","weekly","monthly","weekly","2-3 times per week","weekly","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Extremely important","Very important","Somewhat important","Very important","Very important","Somewhat important","Somewhat important","Very important","Extremely important","Extremely important","Very important","Extremely important","Very important","Extremely important","Somewhat important","Very important","Extremely important","Very important","Somewhat important","Very important","Extremely important","Very important","Extremely important","Very important"
"474","R_1qeNqx5utXyFJLv","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","No","No","almost never","weekly","weekly","almost never","almost never","almost never","yearly","almost never","almost never","almost never","No","No","No","No","Yes","No","No","No","Somewhat important","Not very important","Very important","Very important","Extremely important","Not very important","Not very important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Very important","Somewhat important","Very important","Extremely important","Somewhat important","Not very important","Not at all important","Not at all important","Not at all important","Somewhat important","Not at all important","Not at all important"
"475","R_Y4gvseInYFQvItj","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","I don’t know","within a 15 minute drive (between 5 and 15 miles)","I don’t know","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","No","No","almost never","daily","daily","almost never","almost never","almost never","almost never","almost never","almost never","almost never","No","Yes","Yes","No","No","No","No","No","Extremely important","Not very important","Somewhat important","Somewhat important","Somewhat important","Not very important","Somewhat important","N/A (did not use)","Somewhat important","Somewhat important","N/A (did not use)","N/A (did not use)","Extremely important","N/A (did not use)","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","N/A (did not use)","Somewhat important","Somewhat important","N/A (did not use)","N/A (did not use)"
"476","R_2D85xcF3gUeAmaq","within a 5 minute drive (less than 5 miles)","I don’t know","I don’t know","within a 15 minute drive (between 5 and 15 miles)","I don’t know","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","I don’t know","No","Yes","weekly","monthly","almost never","almost never","daily","2-3 times per week","weekly","almost never","almost never","monthly","Yes","Yes","No","Yes","No","No","No","Yes","Extremely important","Extremely important","Very important","Extremely important","Extremely important","Extremely important","Somewhat important","Very important","Extremely important","Extremely important","Extremely important","Very important","Extremely important","Extremely important","Very important","Extremely important","Extremely important","Very important","Very important","Extremely important","Extremely important","Extremely important","Extremely important","Very important"
"477","R_XEVAt17t1YQwcMx","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 1 hour drive (between 15 and 60 miles)","within a 5 minute drive (less than 5 miles)","within a 15 minute drive (between 5 and 15 miles)","more than 1 hour away (more than 60 miles)","within a 5 minute drive (less than 5 miles)","Yes","Yes","weekly","weekly","weekly","daily","daily","2-3 times per week","monthly","yearly","yearly","almost never","No","No","No","No","No","No","No","No","Somewhat important","Not very important","Very important","Extremely important","Somewhat important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Extremely important","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)"
"478","R_12xWAjTpqrRWiVq","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 1 hour drive (between 15 and 60 miles)","I don’t know","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","No","No","almost never","yearly","yearly","almost never","almost never","almost never","almost never","almost never","almost never","almost never","Yes","Yes","No","No","No","No","No","No","Somewhat important","Not very important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","N/A (did not use)","Somewhat important","Somewhat important","N/A (did not use)","N/A (did not use)","Extremely important","Not very important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Somewhat important","Not very important","Extremely important","N/A (did not use)","N/A (did not use)"
"479","R_1gopYHmTsB1ejiw","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 15 minute drive (between 5 and 15 miles)","Yes","Yes","weekly","monthly","monthly","daily","daily","2-3 times per year","yearly","almost never","almost never","almost never","Yes","Yes","Yes","No","No","No","No","No","Somewhat important","Somewhat important","Very important","Very important","Very important","Somewhat important","Somewhat important","N/A (did not use)","Somewhat important","Somewhat important","N/A (did not use)","Very important","Somewhat important","Very important","Very important","Very important","Somewhat important","Somewhat important","Somewhat important","N/A (did not use)","Very important","Very important","N/A (did not use)","Very important"
"480","R_3maAzeYmkTvSzmo","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 15 minute drive (between 5 and 15 miles)","more than 1 hour away (more than 60 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 5 minute drive (less than 5 miles)","more than 1 hour away (more than 60 miles)","Yes","Yes","daily","daily","daily","daily","daily","weekly","monthly","monthly","monthly","monthly","No","No","Yes","No","Yes","No","No","Yes","Very important","Very important","Very important","Very important","Very important","N/A (did not use)","N/A (did not use)","Extremely important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","N/A (did not use)","N/A (did not use)","N/A (did not use)","Very important","Very important","Very important","Very important","Very important"
"481","R_Dc9YBvNkADW5wm5","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","more than 1 hour away (more than 60 miles)","more than 1 hour away (more than 60 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","more than 1 hour away (more than 60 miles)","Yes","Yes","monthly","monthly","monthly","daily","daily","2-3 times per year","yearly","2-3 times per year","2-3 times per year","yearly","Yes","Yes","No","No","No","No","No","No","Not very important","Very important","Very important","Very important","Somewhat important","Somewhat important","Somewhat important","Not at all important","Very important","Not very important","Not very important","Very important","Not at all important","Not at all important","Somewhat important","Somewhat important","Not at all important","Not at all important","Not at all important","Not at all important","Very important","Not at all important","Not at all important","Not very important"
"482","R_1H6UQaJQkjIRemJ","more than 1 hour away (more than 60 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","more than 1 hour away (more than 60 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","more than 1 hour away (more than 60 miles)","within a 1 hour drive (between 15 and 60 miles)","Yes","Yes","yearly","monthly","2-3 times per year","monthly","yearly","2-3 times per year","yearly","weekly","2-3 times per year","monthly","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Very important","Extremely important","Somewhat important","Very important","Very important","Extremely important","Somewhat important","Very important","Very important","Extremely important","Somewhat important","Very important","Very important","Extremely important","Somewhat important","Very important","Very important","Extremely important","Somewhat important","Very important","Very important","Extremely important","Not very important","Very important"
"483","R_TemDFwjHujqLk5z","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","I don’t know","within a 10 minute walk (less than a half mile)","I don’t know","I don’t know","within a 10 minute walk (less than a half mile)","No","No","almost never","2-3 times per year","2-3 times per year","almost never","almost never","almost never","almost never","almost never","almost never","almost never","No","No","No","No","No","No","No","No","Not at all important","Not at all important","Not at all important","Somewhat important","Not very important","Not at all important","Not at all important","Not at all important","Somewhat important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important"
"484","R_22kSgTf7wCVfP72","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","more than 1 hour away (more than 60 miles)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","more than 1 hour away (more than 60 miles)","Yes","Yes","2-3 times per year","monthly","2-3 times per year","2-3 times per year","almost never","almost never","almost never","almost never","almost never","almost never","No","No","No","No","No","No","No","No","N/A (did not use)","Somewhat important","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","Very important","Somewhat important","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)"
"485","R_29p2PWnSuTfFxyD","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 5 minute drive (less than 5 miles)","within a 10 minute walk (less than a half mile)","within a 5 minute drive (less than 5 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 5 minute drive (less than 5 miles)","Yes","Yes","almost never","monthly","weekly","daily","daily","2-3 times per week","monthly","2-3 times per year","2-3 times per year","monthly","No","Yes","Yes","Yes","Yes","No","No","Yes","Somewhat important","Somewhat important","Very important","Very important","Very important","Not very important","Not very important","Not at all important","Somewhat important","Very important","Somewhat important","N/A (did not use)","Somewhat important","Not very important","Somewhat important","Somewhat important","Not very important","Not very important","Not very important","Not very important","Very important","Very important","Somewhat important","N/A (did not use)"
"486","R_1guPX1LEvCz0hFf","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 15 minute drive (between 5 and 15 miles)","within a 5 minute drive (less than 5 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","Yes","Yes","monthly","weekly","monthly","daily","daily","2-3 times per year","yearly","weekly","weekly","weekly","No","No","No","No","No","No","No","No","Very important","Very important","Somewhat important","Somewhat important","Very important","Somewhat important","Very important","Not at all important","Somewhat important","Very important","Not at all important","Not at all important","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)"
"487","R_1gSd1llsiPFKb2d","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","I don’t know","within a 10 minute walk (less than a half mile)","No","Yes","almost never","2-3 times per week","almost never","2-3 times per year","daily","2-3 times per week","2-3 times per week","2-3 times per year","almost never","almost never","No","Yes","Yes","Yes","Yes","No","No","No","Very important","Not at all important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Not at all important","Not at all important","Somewhat important","Not at all important","N/A (did not use)","Very important","Not at all important","Somewhat important","Very important","Very important","Very important","Somewhat important","Not at all important","Not at all important","Somewhat important","Not at all important","N/A (did not use)"
"488","R_2bZfK12TxXacJpM","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","Yes","No","2-3 times per year","2-3 times per year","2-3 times per year","2-3 times per year","2-3 times per year","2-3 times per year","2-3 times per year","2-3 times per year","2-3 times per year","2-3 times per year","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important"
"489","R_2SwzgW6czH0C0ZV","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","I don’t know","within a 5 minute drive (less than 5 miles)","within a 15 minute drive (between 5 and 15 miles)","more than 1 hour away (more than 60 miles)","more than 1 hour away (more than 60 miles)","within a 15 minute drive (between 5 and 15 miles)","Yes","Yes","almost never","almost never","almost never","daily","daily","almost never","weekly","almost never","almost never","monthly","No","No","No","No","Yes","No","No","No","Extremely important","Very important","Very important","Somewhat important","Very important","N/A (did not use)","N/A (did not use)","Very important","Very important","Extremely important","N/A (did not use)","Very important","Extremely important","Very important","Very important","Very important","Not very important","N/A (did not use)","N/A (did not use)","Somewhat important","Very important","Extremely important","N/A (did not use)","Extremely important"
"490","R_21yQusOOFzieVaS","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","Yes","Yes","2-3 times per year","daily","daily","daily","daily","daily","daily","2-3 times per year","2-3 times per year","2-3 times per week","No","Yes","Yes","Yes","Yes","No","No","Yes","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Somewhat important","Extremely important","Extremely important","Somewhat important","Not very important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Somewhat important","Extremely important","Extremely important","Somewhat important","Not very important"
"491","R_3GuDyHQ312zRhfw","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","I don’t know","within a 1 hour drive (between 15 and 60 miles)","I don’t know","I don’t know","within a 1 hour drive (between 15 and 60 miles)","No","Yes","2-3 times per week","2-3 times per week","2-3 times per week","almost never","2-3 times per week","almost never","2-3 times per year","almost never","almost never","almost never","Yes","Yes","Yes","No","No","No","No","No","Somewhat important","Not at all important","Very important","Very important","Very important","Not at all important","Not at all important","Not at all important","Very important","Very important","Not at all important","Not at all important","Somewhat important","Not at all important","Very important","Very important","Very important","Not at all important","Not at all important","Not at all important","Very important","Very important","Not at all important","Not at all important"
"492","R_25MU6QyaeU2ccHr","I don’t know","I don’t know","I don’t know","I don’t know","more than 1 hour away (more than 60 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","I don’t know","Yes","Yes","2-3 times per year","2-3 times per year","yearly","monthly","daily","2-3 times per week","daily","monthly","yearly","2-3 times per week","No","Yes","No","Yes","Yes","No","No","No","N/A (did not use)","Extremely important","Not very important","Very important","N/A (did not use)","N/A (did not use)","Extremely important","Not very important","Very important","Extremely important","Not at all important","Extremely important","Extremely important","Extremely important","Somewhat important","N/A (did not use)","Not at all important","Not very important","Not very important","Extremely important","Somewhat important","Not at all important","Extremely important","N/A (did not use)"
"493","R_3qvAg5sGaXwg3Ad","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 5 minute drive (less than 5 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 5 minute drive (less than 5 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","Yes","Yes","weekly","monthly","weekly","2-3 times per week","daily","2-3 times per week","weekly","monthly","weekly","2-3 times per week","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Extremely important","Very important","Extremely important","Very important","Extremely important","Very important","Extremely important","Very important","Extremely important","Very important","Extremely important","Very important","Extremely important","Very important","Extremely important","Very important","Extremely important","Very important","Extremely important","Very important","Extremely important","Very important","Extremely important","Very important"
"494","R_2ClaMgqfhjUAd55","within a 1 hour drive (between 15 and 60 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 15 minute drive (between 5 and 15 miles)","Yes","Yes","2-3 times per week","weekly","monthly","weekly","monthly","weekly","monthly","weekly","monthly","weekly","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Very important","Somewhat important","Not very important","Somewhat important","Not very important","Somewhat important","Very important","Somewhat important","Not very important","Somewhat important","Very important","Somewhat important","Very important","Somewhat important","Somewhat important","Very important","Somewhat important","Somewhat important","Somewhat important","Very important","Very important","Somewhat important","Very important","Somewhat important"
"495","R_1NwPGv5OCbM4Lty","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 15 minute drive (between 5 and 15 miles)","Yes","Yes","almost never","almost never","almost never","daily","daily","2-3 times per year","yearly","almost never","almost never","almost never","No","No","No","No","No","No","No","No","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)"
"496","R_3HL9QwAZqu28uLb","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 10 minute walk (less than a half mile)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 15 minute drive (between 5 and 15 miles)","Yes","Yes","weekly","weekly","weekly","daily","daily","daily","almost never","almost never","almost never","weekly","No","No","No","Yes","No","No","No","Yes","Not very important","Not very important","Very important","Not very important","Not very important","Not very important","Not very important","Not at all important","Somewhat important","Somewhat important","Not very important","Extremely important","Not at all important","Very important","Very important","Not very important","Not very important","Not very important","Not very important","Not at all important","Somewhat important","Somewhat important","Somewhat important","Very important"
"497","R_2U3BAbtIhY3Nmbf","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","I don’t know","Yes","Yes","almost never","daily","daily","daily","daily","2-3 times per week","daily","yearly","yearly","yearly","No","Yes","Yes","Yes","Yes","No","No","No","Very important","Very important","Very important","Very important","Very important","Very important","Very important","N/A (did not use)","Extremely important","Extremely important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Very important"
"498","R_uqS7KdKGIoGrxO9","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 5 minute drive (less than 5 miles)","within a 15 minute drive (between 5 and 15 miles)","Yes","Yes","almost never","monthly","monthly","daily","daily","monthly","2-3 times per year","2-3 times per year","almost never","almost never","No","No","No","No","No","No","No","No","Not very important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","N/A (did not use)","N/A (did not use)","N/A (did not use)","Somewhat important","Somewhat important","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)"
"499","R_3KJwT8y2lrXbd25","more than 1 hour away (more than 60 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 15 minute drive (between 5 and 15 miles)","more than 1 hour away (more than 60 miles)","within a 1 hour drive (between 15 and 60 miles)","Yes","Yes","monthly","yearly","2-3 times per year","monthly","monthly","weekly","yearly","2-3 times per year","monthly","2-3 times per year","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Somewhat important","Not at all important","Not very important","Not very important","Somewhat important","Somewhat important","Not at all important","Not very important","Somewhat important","Not at all important","Not very important","Somewhat important","Very important","Not very important","Not very important","Somewhat important","Very important","Not very important","Somewhat important","Not very important","Not very important","Very important","Not very important","Somewhat important"
"500","R_2fHCLW3KkHRudhv","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","Yes","Yes","almost never","monthly","monthly","daily","daily","almost never","weekly","almost never","almost never","almost never","No","Yes","Yes","Yes","Yes","No","No","No","Somewhat important","Very important","Somewhat important","Very important","Somewhat important","N/A (did not use)","N/A (did not use)","N/A (did not use)","Not very important","Very important","Not very important","N/A (did not use)","Somewhat important","Somewhat important","Somewhat important","Very important","Very important","N/A (did not use)","N/A (did not use)","N/A (did not use)","Not very important","Very important","Not very important","N/A (did not use)"
"501","R_2DTdgYkjUrM7VqU","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","I don’t know","I don’t know","within a 5 minute drive (less than 5 miles)","within a 5 minute drive (less than 5 miles)","I don’t know","Yes","Yes","almost never","yearly","yearly","weekly","weekly","almost never","almost never","almost never","almost never","almost never","No","No","No","No","No","No","No","No","Not at all important","Not at all important","Not very important","Very important","Not very important","N/A (did not use)","Not at all important","N/A (did not use)","Very important","Not very important","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)"
"502","R_u3NNu4L5cgRcUxz","I don’t know","I don’t know","I don’t know","I don’t know","within a 5 minute drive (less than 5 miles)","I don’t know","I don’t know","I don’t know","Yes","Yes","almost never","almost never","almost never","weekly","2-3 times per week","almost never","almost never","almost never","almost never","almost never","No","No","No","No","No","No","No","No","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)","N/A (did not use)"
"503","R_1Q6hYXS1zxDCbnG","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 1 hour drive (between 15 and 60 miles)","within a 1 hour drive (between 15 and 60 miles)","within a 10 minute walk (less than a half mile)","Yes","Yes","almost never","almost never","almost never","daily","daily","almost never","almost never","almost never","almost never","almost never","No","No","No","Yes","Yes","No","No","No","Somewhat important","Not at all important","Somewhat important","Somewhat important","Somewhat important","Not at all important","Not at all important","Not at all important","Somewhat important","Not very important","Not at all important","Not at all important","Somewhat important","Not at all important","Somewhat important","Somewhat important","Extremely important","Extremely important","Not at all important","Not at all important","Somewhat important","Somewhat important","Not at all important","Not at all important"
"504","R_22LFxAGXxFBZgcV","within a 5 minute drive (less than 5 miles)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 15 minute drive (between 5 and 15 miles)","I don’t know","within a 10 minute walk (less than a half mile)","Yes","Yes","yearly","2-3 times per year","yearly","daily","daily","2-3 times per year","almost never","almost never","almost never","almost never","No","No","No","No","No","No","No","No","Not very important","Very important","Very important","Extremely important","Extremely important","Extremely important","Extremely important","Very important","Extremely important","Very important","Not at all important","Somewhat important","Not very important","Very important","Very important","Very important","Very important","Very important","Very important","Somewhat important","Very important","Very important","N/A (did not use)","N/A (did not use)"
"505","R_3IRfi36nsUawZzc","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 10 minute walk (less than a half mile)","within a 5 minute drive (less than 5 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","within a 15 minute drive (between 5 and 15 miles)","Yes","Yes","almost never","2-3 times per week","2-3 times per week","daily","daily","monthly","monthly","2-3 times per year","2-3 times per year","almost never","No","Yes","Yes","Yes","Yes","No","No","No","Very important","Not very important","Very important","Extremely important","Very important","Not very important","Not very important","Not at all important","Very important","Very important","Not very important","Not at all important","Very important","Somewhat important","Very important","Very important","Very important","Somewhat important","Somewhat important","Not at all important","Somewhat important","Very important","Not very important","Not at all important"
