STATE,ZIP_CODE,coname,CBSA2020 Update,SumOfZPopPct,STCountyFIPS
MN,56309,Otter Tail County,Micro,20,27111
MN,56315,Otter Tail County,Micro,0.63,27111
MN,56324,Otter Tail County,Micro,100,27111
MN,56326,Otter Tail County,Micro,5.18,27111
MN,56361,Otter Tail County,Micro,85.52,27111
MN,56437,Otter Tail County,Micro,6.59,27111
MN,56446,Otter Tail County,Micro,5.32,27111
MN,56453,Otter Tail County,Micro,36.39,27111
MN,56464,Otter Tail County,Micro,1.94,27111
MN,56477,Otter Tail County,Micro,17.25,27111
MN,56482,Otter Tail County,Micro,18.47,27111
MN,56501,Otter Tail County,Micro,2.34,27111
MN,56515,Otter Tail County,Micro,99.99,27111
MN,56518,Otter Tail County,Micro,100,27111
MN,56522,Otter Tail County,Micro,7.81,27111
MN,56524,Otter Tail County,Micro,100,27111
MN,56527,Otter Tail County,Micro,100,27111
MN,56528,Otter Tail County,Micro,100,27111
MN,56533,Otter Tail County,Micro,100,27111
MN,56534,Otter Tail County,Micro,100,27111
MN,56537,Otter Tail County,Micro,100,27111
MN,56538,Otter Tail County,Micro,,27111
MN,56544,Otter Tail County,Micro,19.17,27111
MN,56551,Otter Tail County,Micro,100,27111
MN,56567,Otter Tail County,Micro,100,27111
MN,56571,Otter Tail County,Micro,100,27111
MN,56572,Otter Tail County,Micro,97.23,27111
MN,56573,Otter Tail County,Micro,100,27111
MN,56576,Otter Tail County,Micro,100,27111
MN,56579,Otter Tail County,Micro,42.52,27111
MN,56586,Otter Tail County,Micro,100,27111
MN,56587,Otter Tail County,Micro,100.01,27111
MN,56588,Otter Tail County,Micro,100,27111
MN,56684,Pennington County,Neither,18.79,27113
MN,56701,Pennington County,Neither,96.2,27113
MN,56725,Pennington County,Neither,82.52,27113
MN,56742,Pennington County,Neither,19.72,27113
MN,56748,Pennington County,Neither,5.67,27113
MN,56750,Pennington County,Neither,4.02,27113
MN,56754,Pennington County,Neither,100,27113
MN,55006,Pine County,Neither,13.57,27115
MN,55007,Pine County,Neither,41.99,27115
MN,55030,Pine County,Neither,76.73,27115
MN,55036,Pine County,Neither,100,27115
MN,55037,Pine County,Neither,97.75,27115
MN,55063,Pine County,Neither,100.01,27115
MN,55067,Pine County,Neither,,27115
MN,55072,Pine County,Neither,96.77,27115
MN,55704,Pine County,Neither,100,27115
MN,55712,Pine County,Neither,100,27115
MN,55735,Pine County,Neither,79.1,27115
MN,55749,Pine County,Neither,30.29,27115
MN,55756,Pine County,Neither,95.13,27115
MN,55767,Pine County,Neither,6.66,27115
MN,55783,Pine County,Neither,96.63,27115
MN,55795,Pine County,Neither,100.01,27115
MN,56128,Pipestone County,Neither,86.39,27117
MN,56139,Pipestone County,Neither,100,27117
MN,56140,Pipestone County,Neither,100,27117
MN,56144,Pipestone County,Neither,72.79,27117
MN,56149,Pipestone County,Neither,0.95,27117
MN,56164,Pipestone County,Neither,96.69,27117
MN,56170,Pipestone County,Neither,72.57,27117
MN,56177,Pipestone County,Neither,100,27117
MN,56186,Pipestone County,Neither,79.13,27117
MN,56517,Polk County,Metro,100,27119
MN,56523,Polk County,Metro,100,27119
MN,56535,Polk County,Metro,98.09,27119
MN,56540,Polk County,Metro,89.4,27119
MN,56542,Polk County,Metro,94.41,27119
MN,56556,Polk County,Metro,100,27119
MN,56568,Polk County,Metro,100,27119
MN,56592,Polk County,Metro,99.22,27119
MN,56621,Polk County,Metro,1.42,27119
MN,56634,Polk County,Metro,0.37,27119
MN,56644,Polk County,Metro,1.14,27119
MN,56646,Polk County,Metro,100,27119
MN,56651,Polk County,Metro,48.14,27119
MN,56684,Polk County,Metro,81.21,27119
MN,56710,Polk County,Metro,4.08,27119
MN,56715,Polk County,Metro,2.86,27119
MN,56716,Polk County,Metro,99.71,27119
MN,56722,Polk County,Metro,100,27119
MN,56723,Polk County,Metro,100,27119
MN,56736,Polk County,Metro,96.46,27119
MN,56742,Polk County,Metro,2.18,27119
MN,56744,Polk County,Metro,13.04,27119
MN,56750,Polk County,Metro,2.24,27119
MN,56762,Polk County,Metro,15.36,27119
MN,56215,Pope County,Neither,1.81,27121
MN,56226,Pope County,Neither,27.56,27121
MN,56244,Pope County,Neither,13.5,27121
MN,56308,Pope County,Neither,0.26,27121
MN,56316,Pope County,Neither,23.93,27121
MN,56323,Pope County,Neither,96.37,27121
MN,56327,Pope County,Neither,29.27,27121
MN,56334,Pope County,Neither,98.14,27121
MN,56343,Pope County,Neither,8.53,27121
MN,56349,Pope County,Neither,89.09,27121
MN,56381,Pope County,Neither,100,27121
MN,56385,Pope County,Neither,96.98,27121
MN,56535,Red Lake County,Neither,1.91,27125
MN,56715,Red Lake County,Neither,97.14,27125
MN,56716,Red Lake County,Neither,0.3,27125
MN,56736,Red Lake County,Neither,3.54,27125
MN,56742,Red Lake County,Neither,78.1,27125
MN,56748,Red Lake County,Neither,94.34,27125
MN,56750,Red Lake County,Neither,93.73,27125
MN,55333,Redwood County,Neither,1.52,27127
MN,56083,Redwood County,Neither,68.99,27127
MN,56085,Redwood County,Neither,0.95,27127
MN,56087,Redwood County,Neither,6.51,27127
MN,56152,Redwood County,Neither,85.2,27127
MN,56166,Redwood County,Neither,72.73,27127
MN,56175,Redwood County,Neither,4.86,27127
MN,56180,Redwood County,Neither,88.07,27127
MN,56214,Redwood County,Neither,94.62,27127
MN,56224,Redwood County,Neither,100,27127
MN,56255,Redwood County,Neither,100,27127
MN,56258,Redwood County,Neither,0.31,27127
MN,56263,Redwood County,Neither,91.87,27127
MN,56266,Redwood County,Neither,87.35,27127
MN,56270,Redwood County,Neither,43.54,27127
MN,56283,Redwood County,Neither,97.21,27127
MN,56284,Redwood County,Neither,0.38,27127
MN,56287,Redwood County,Neither,100,27127
MN,56292,Redwood County,Neither,100,27127
MN,56293,Redwood County,Neither,100,27127
MN,56294,Redwood County,Neither,100,27127
MN,55310,Renville County,Neither,100,27129
MN,55314,Renville County,Neither,88.93,27129
MN,55332,Renville County,Neither,93.81,27129
MN,55333,Renville County,Neither,97.89,27129
MN,55342,Renville County,Neither,100,27129
MN,55350,Renville County,Neither,0.23,27129
MN,55385,Renville County,Neither,15.8,27129
MN,56228,Renville County,Neither,2.72,27129
MN,56230,Renville County,Neither,99.99,27129
MN,56241,Renville County,Neither,2.93,27129
MN,56260,Renville County,Neither,9.04,27129
MN,56270,Renville County,Neither,56.46,27129
MN,56277,Renville County,Neither,100,27129
MN,56283,Renville County,Neither,2.79,27129
MN,56284,Renville County,Neither,93.08,27129
MN,56285,Renville County,Neither,100,27129
MN,55018,Rice County,Micro,11.63,27131
MN,55019,Rice County,Micro,100,27131
MN,55021,Rice County,Micro,100,27131
MN,55046,Rice County,Micro,100,27131
MN,55049,Rice County,Micro,1.13,27131
MN,55052,Rice County,Micro,97.18,27131
MN,55053,Rice County,Micro,83.75,27131
MN,55057,Rice County,Micro,88.17,27131
MN,55087,Rice County,Micro,100,27131
MN,55088,Rice County,Micro,66.9,27131
MN,55946,Rice County,Micro,7.33,27131
MN,56093,Rice County,Micro,0.08,27131
MN,56096,Rice County,Micro,3.64,27131
MN,56116,Rock County,Neither,100,27133
MN,56128,Rock County,Neither,5.9,27133
MN,56129,Rock County,Neither,17.27,27133
MN,56134,Rock County,Neither,100,27133
MN,56138,Rock County,Neither,100,27133
MN,56144,Rock County,Neither,19.34,27133
MN,56146,Rock County,Neither,100,27133
MN,56147,Rock County,Neither,80.73,27133
MN,56156,Rock County,Neither,100,27133
MN,56158,Rock County,Neither,83.64,27133
MN,56173,Rock County,Neither,100,27133
MN,56673,Roseau County,Neither,62.52,27135
MN,56714,Roseau County,Neither,100,27135
MN,56726,Roseau County,Neither,100,27135
MN,56732,Roseau County,Neither,0.97,27135
MN,56735,Roseau County,Neither,2.7,27135
MN,56751,Roseau County,Neither,100,27135
MN,56756,Roseau County,Neither,100,27135
MN,56759,Roseau County,Neither,73.9,27135
MN,56761,Roseau County,Neither,100,27135
MN,56763,Roseau County,Neither,100,27135
MN,55602,St Louis County,Metro,100,27137
MN,55616,St Louis County,Metro,5.27,27137
MN,55702,St Louis County,Metro,100,27137
MN,55703,St Louis County,Metro,100,27137
MN,55705,St Louis County,Metro,100.01,27137
MN,55706,St Louis County,Metro,100,27137
MN,55708,St Louis County,Metro,100,27137
MN,55710,St Louis County,Metro,99.99,27137
MN,55711,St Louis County,Metro,100,27137
MN,55713,St Louis County,Metro,100,27137
MN,55717,St Louis County,Metro,100,27137
MN,55719,St Louis County,Metro,100,27137
MN,55720,St Louis County,Metro,12.22,27137
MN,55723,St Louis County,Metro,89.72,27137
MN,55724,St Louis County,Metro,100,27137
MN,55725,St Louis County,Metro,100,27137
MN,55731,St Louis County,Metro,90.33,27137
MN,55732,St Louis County,Metro,100,27137
MN,55734,St Louis County,Metro,100,27137
MN,55736,St Louis County,Metro,95.36,27137
MN,55738,St Louis County,Metro,100,27137
MN,55741,St Louis County,Metro,100,27137
MN,55746,St Louis County,Metro,99.66,27137
MN,55750,St Louis County,Metro,100,27137
MN,55751,St Louis County,Metro,100,27137
MN,55758,St Louis County,Metro,100,27137
MN,55763,St Louis County,Metro,100,27137
MN,55765,St Louis County,Metro,100,27137
MN,55766,St Louis County,Metro,100,27137
MN,55768,St Louis County,Metro,99.99,27137
MN,55771,St Louis County,Metro,95.59,27137
MN,55777,St Louis County,Metro,,27137
MN,55781,St Louis County,Metro,79.97,27137
MN,55782,St Louis County,Metro,100,27137
MN,55790,St Louis County,Metro,100,27137
MN,55792,St Louis County,Metro,99.99,27137
MN,55796,St Louis County,Metro,,27137
MN,55798,St Louis County,Metro,9.98,27137
MN,56649,St Louis County,Metro,0,27137
MN,56669,St Louis County,Metro,37.07,27137
MN,55088,Scott County,Metro,33.1,27139
MN,55307,Sibley County,Neither,100,27143
MN,55314,Sibley County,Neither,11.07,27143
MN,55334,Sibley County,Neither,98.09,27143
MN,55335,Sibley County,Neither,91.59,27143
MN,55336,Sibley County,Neither,3.95,27143
MN,55338,Sibley County,Neither,100,27143
MN,55366,Sibley County,Neither,100,27143
MN,55385,Sibley County,Neither,6.58,27143
MN,55396,Sibley County,Neither,100,27143
MN,56044,Sibley County,Neither,91.31,27143
MN,56054,Sibley County,Neither,6.72,27143
MN,56058,Sibley County,Neither,7.73,27143
MN,55389,Stearns County,Metro,15.85,27145
MN,56312,Stearns County,Metro,81.57,27145
MN,56314,Stearns County,Metro,4.45,27145
MN,56316,Stearns County,Metro,68.86,27145
MN,56325,Stearns County,Metro,100,27145
MN,56331,Stearns County,Metro,99.51,27145
MN,56335,Stearns County,Metro,100,27145
MN,56336,Stearns County,Metro,5.09,27145
MN,56352,Stearns County,Metro,100.01,27145
MN,56356,Stearns County,Metro,100,27145
MN,56362,Stearns County,Metro,88.55,27145
MN,56378,Stearns County,Metro,82.1,27145
MN,55049,Steele County,Micro,98.87,27147
MN,55052,Steele County,Micro,1.2,27147
MN,55060,Steele County,Micro,100.01,27147
MN,55917,Steele County,Micro,77.22,27147
MN,56026,Steele County,Micro,76.09,27147
MN,56046,Steele County,Micro,100,27147
MN,56072,Steele County,Micro,8.75,27147
MN,56093,Steele County,Micro,1.86,27147
MN,56207,Stevens County,Neither,97.21,27149
MN,56221,Stevens County,Neither,93.66,27149
MN,56235,Stevens County,Neither,100,27149
MN,56244,Stevens County,Neither,85.03,27149
MN,56248,Stevens County,Neither,6.2,27149
MN,56267,Stevens County,Neither,100.01,27149
MN,56323,Stevens County,Neither,3.63,27149
MN,56343,Stevens County,Neither,3.46,27149
MN,56207,Swift County,Neither,2.79,27151
MN,56208,Swift County,Neither,97.05,27151
MN,56215,Swift County,Neither,98.19,27151
MN,56226,Swift County,Neither,72.44,27151
MN,56231,Swift County,Neither,100,27151
MN,56244,Swift County,Neither,1.47,27151
MN,56249,Swift County,Neither,100,27151
MN,56252,Swift County,Neither,86.75,27151
MN,56262,Swift County,Neither,8.01,27151
MN,56271,Swift County,Neither,89.96,27151
MN,56289,Swift County,Neither,9.94,27151
MN,56318,Todd County,Neither,63.33,27153
MN,56319,Todd County,Neither,3.71,27153
MN,56331,Todd County,Neither,0.5,27153
MN,56336,Todd County,Neither,94.91,27153
MN,56347,Todd County,Neither,100.01,27153
MN,56360,Todd County,Neither,38.91,27153
MN,56378,Todd County,Neither,17.91,27153
MN,56382,Todd County,Neither,24.03,27153
MN,56389,Todd County,Neither,100,27153
MN,56434,Todd County,Neither,69.36,27153
MN,56437,Todd County,Neither,93.4,27153
MN,56438,Todd County,Neither,99.99,27153
MN,56440,Todd County,Neither,100,27153
MN,56443,Todd County,Neither,24.56,27153
MN,56446,Todd County,Neither,89.41,27153
MN,56453,Todd County,Neither,63.61,27153
MN,56466,Todd County,Neither,11.01,27153
MN,56479,Todd County,Neither,61.79,27153
MN,56481,Todd County,Neither,15.26,27153
MN,56482,Todd County,Neither,0.53,27153
MN,56211,Traverse County,Neither,23.82,27155
MN,56219,Traverse County,Neither,67.93,27155
MN,56221,Traverse County,Neither,0.26,27155
MN,56236,Traverse County,Neither,84.12,27155
MN,56240,Traverse County,Neither,14.11,27155
MN,56248,Traverse County,Neither,5.33,27155
MN,56274,Traverse County,Neither,24.86,27155
MN,56296,Traverse County,Neither,100,27155
MN,56583,Traverse County,Neither,77.38,27155
MN,55027,Wabasha County,Metro,1.81,27157
MN,55041,Wabasha County,Metro,78.26,27157
MN,55910,Wabasha County,Metro,11.17,27157
MN,55981,Wabasha County,Metro,100,27157
MN,56434,Wadena County,Neither,30.64,27159
MN,56464,Wadena County,Neither,60.56,27159
MN,56470,Wadena County,Neither,0.15,27159
MN,56477,Wadena County,Neither,80.31,27159
MN,56479,Wadena County,Neither,34.27,27159
MN,56481,Wadena County,Neither,82.22,27159
MN,56482,Wadena County,Neither,81.01,27159
MN,55052,Waseca County,Neither,1.63,27161
MN,56026,Waseca County,Neither,1.49,27161
MN,56028,Waseca County,Neither,5.83,27161
MN,56048,Waseca County,Neither,87.85,27161
MN,56068,Waseca County,Neither,11.68,27161
MN,56072,Waseca County,Neither,88.86,27161
MN,56091,Waseca County,Neither,100,27161
MN,56093,Waseca County,Neither,98.07,27161
MN,56096,Waseca County,Neither,5.16,27161
MN,56097,Waseca County,Neither,1.51,27161
MN,56019,Watonwan County,Neither,4.38,27165
MN,56022,Watonwan County,Neither,100,27165
MN,56056,Watonwan County,Neither,100,27165
MN,56060,Watonwan County,Neither,100,27165
MN,56062,Watonwan County,Neither,91.96,27165
MN,56081,Watonwan County,Neither,98.93,27165
MN,56088,Watonwan County,Neither,10.07,27165
MN,56120,Watonwan County,Neither,100,27165
MN,56160,Watonwan County,Neither,58.88,27165
MN,56162,Watonwan County,Neither,44.56,27165
MN,56520,Wilkin County,Micro,100,27167
MN,56522,Wilkin County,Micro,92.19,27167
MN,56543,Wilkin County,Micro,100,27167
MN,56553,Wilkin County,Micro,100,27167
MN,56565,Wilkin County,Micro,91.59,27167
MN,56579,Wilkin County,Micro,57.48,27167
MN,56583,Wilkin County,Micro,22.62,27167
MN,56594,Wilkin County,Micro,100,27167
MN,55910,Winona County,Micro,88.83,27169
MN,55925,Winona County,Micro,100,27169
MN,55942,Winona County,Micro,,27169
MN,55943,Winona County,Micro,10.92,27169
MN,55952,Winona County,Micro,100,27169
MN,55959,Winona County,Micro,100,27169
MN,55962,Winona County,Micro,3.41,27169
MN,55969,Winona County,Micro,100,27169
MN,55971,Winona County,Micro,10.46,27169
MN,55972,Winona County,Micro,96.23,27169
MN,55979,Winona County,Micro,95.71,27169
MN,55987,Winona County,Micro,100.01,27169
MN,55988,Winona County,Micro,,27169
MN,55321,Wright County,Metro,100,27171
MN,55349,Wright County,Metro,100,27171
MN,55575,Wright County,Metro,,27171
MN,56214,Yellow Medicine County,Neither,5.38,27173
MN,56218,Yellow Medicine County,Neither,28.66,27173
MN,56220,Yellow Medicine County,Neither,89.38,27173
MN,56223,Yellow Medicine County,Neither,100,27173
MN,56229,Yellow Medicine County,Neither,9.2,27173
MN,56237,Yellow Medicine County,Neither,100,27173
MN,56241,Yellow Medicine County,Neither,70.52,27173
MN,56245,Yellow Medicine County,Neither,100,27173
MN,56264,Yellow Medicine County,Neither,10.21,27173
MN,56265,Yellow Medicine County,Neither,3.26,27173
MN,56280,Yellow Medicine County,Neither,67.92,27173
MN,56291,Yellow Medicine County,Neither,30.14,27173
MN,56297,Yellow Medicine County,Neither,100,27173
MS,39120,Adams County,Micro,97.76,28001
MS,39121,Adams County,Micro,,28001
MS,39122,Adams County,Micro,,28001
MS,39165,Adams County,Micro,,28001
MS,39190,Adams County,Micro,,28001
MS,39661,Adams County,Micro,22.92,28001
MS,38683,Alcorn County,Micro,33.71,28003
MS,38833,Alcorn County,Micro,6.03,28003
MS,38834,Alcorn County,Micro,100,28003
MS,38835,Alcorn County,Micro,,28003
MS,38846,Alcorn County,Micro,85.73,28003
MS,38865,Alcorn County,Micro,80.54,28003
MS,39631,Amite County,Micro,21.09,28005
MS,39633,Amite County,Micro,22.85,28005
MS,39638,Amite County,Micro,98.68,28005
MS,39645,Amite County,Micro,100,28005
MS,39652,Amite County,Micro,13.41,28005
MS,39653,Amite County,Micro,2.04,28005
MS,39657,Amite County,Micro,21.18,28005
MS,39664,Amite County,Micro,56.56,28005
MS,39666,Amite County,Micro,8.79,28005
MS,39051,Attala County,Neither,0.69,28007
MS,39067,Attala County,Neither,100,28007
MS,39090,Attala County,Neither,94.52,28007
MS,39107,Attala County,Neither,,28007
MS,39108,Attala County,Neither,55.37,28007
MS,39160,Attala County,Neither,96.23,28007
MS,39176,Attala County,Neither,14.86,28007
MS,39192,Attala County,Neither,51.18,28007
MS,39745,Attala County,Neither,17.53,28007
MS,38603,Benton County,Neither,98.14,28009
MS,38610,Benton County,Neither,3.56,28009
MS,38629,Benton County,Neither,12.68,28009
MS,38633,Benton County,Neither,80.97,28009
MS,38642,Benton County,Neither,55.45,28009
MS,38647,Benton County,Neither,100,28009
MS,38650,Benton County,Neither,0.75,28009
MS,38663,Benton County,Neither,0.41,28009
MS,38683,Benton County,Neither,2.47,28009
MS,38614,Bolivar County,Micro,0.07,28011
MS,38702,Bolivar County,Micro,100,28011
MS,38703,Bolivar County,Micro,0.77,28011
MS,38720,Bolivar County,Micro,49.08,28011
MS,38725,Bolivar County,Micro,100,28011
MS,38726,Bolivar County,Micro,100,28011
MS,38730,Bolivar County,Micro,100,28011
MS,38732,Bolivar County,Micro,98.17,28011
MS,38733,Bolivar County,Micro,,28011
MS,38740,Bolivar County,Micro,100,28011
MS,38746,Bolivar County,Micro,100.01,28011
MS,38759,Bolivar County,Micro,74.12,28011
MS,38762,Bolivar County,Micro,99.91,28011
MS,38764,Bolivar County,Micro,100,28011
MS,38769,Bolivar County,Micro,99.91,28011
MS,38772,Bolivar County,Micro,100,28011
MS,38773,Bolivar County,Micro,87.83,28011
MS,38774,Bolivar County,Micro,100,28011
MS,38781,Bolivar County,Micro,100,28011
MS,38839,Calhoun County,Neither,,28013
MS,38850,Calhoun County,Neither,7.58,28013
MS,38864,Calhoun County,Neither,16.75,28013
MS,38878,Calhoun County,Neither,98.46,28013
MS,38913,Calhoun County,Neither,100,28013
MS,38914,Calhoun County,Neither,87.68,28013
MS,38915,Calhoun County,Neither,100,28013
