STATE,ZIP_CODE,coname,CBSA2020 Update,SumOfZPopPct,STCountyFIPS
MI,48757,Tuscola County,Neither,76.37,26157
MI,48758,Tuscola County,Neither,,26157
MI,48759,Tuscola County,Neither,0.91,26157
MI,48760,Tuscola County,Neither,54.7,26157
MI,48767,Tuscola County,Neither,98.84,26157
MI,48768,Tuscola County,Neither,100.01,26157
MI,49010,Van Buren County,Neither,0.52,26159
MI,49013,Van Buren County,Neither,100,26159
MI,49026,Van Buren County,Neither,92.26,26159
MI,49027,Van Buren County,Neither,100,26159
MI,49043,Van Buren County,Neither,100,26159
MI,49045,Van Buren County,Neither,91.98,26159
MI,49047,Van Buren County,Neither,6.11,26159
MI,49055,Van Buren County,Neither,91.83,26159
MI,49056,Van Buren County,Neither,63.05,26159
MI,49057,Van Buren County,Neither,100,26159
MI,49062,Van Buren County,Neither,,26159
MI,49063,Van Buren County,Neither,,26159
MI,49064,Van Buren County,Neither,100,26159
MI,49065,Van Buren County,Neither,100,26159
MI,49067,Van Buren County,Neither,7.98,26159
MI,49071,Van Buren County,Neither,82.48,26159
MI,49078,Van Buren County,Neither,1.01,26159
MI,49079,Van Buren County,Neither,99.99,26159
MI,49090,Van Buren County,Neither,82.08,26159
MI,49236,Washtenaw County,Metro,13.31,26161
MI,49285,Washtenaw County,Metro,1.56,26161
MI,49287,Washtenaw County,Metro,5.34,26161
MI,49601,Wexford County,Micro,98.32,26165
MI,49618,Wexford County,Micro,100.01,26165
MI,49620,Wexford County,Micro,62.66,26165
MI,49625,Wexford County,Micro,4.42,26165
MI,49633,Wexford County,Micro,2.89,26165
MI,49638,Wexford County,Micro,91.5,26165
MI,49649,Wexford County,Micro,2.12,26165
MI,49663,Wexford County,Micro,79.8,26165
MI,49668,Wexford County,Micro,99.61,26165
MI,49688,Wexford County,Micro,1.11,26165
MI,49689,Wexford County,Micro,9.36,26165
MN,55735,Aitkin County,Neither,20.89,27001
MN,55748,Aitkin County,Neither,81.91,27001
MN,55752,Aitkin County,Neither,96.46,27001
MN,55760,Aitkin County,Neither,100,27001
MN,55783,Aitkin County,Neither,0.57,27001
MN,55785,Aitkin County,Neither,80.23,27001
MN,55787,Aitkin County,Neither,82.29,27001
MN,55798,Aitkin County,Neither,0.51,27001
MN,56342,Aitkin County,Neither,23.18,27001
MN,56350,Aitkin County,Neither,100,27001
MN,56431,Aitkin County,Neither,92.51,27001
MN,56469,Aitkin County,Neither,100,27001
MN,56464,Becker County,Neither,24.65,27005
MN,56470,Becker County,Neither,7.59,27005
MN,56501,Becker County,Neither,97.65,27005
MN,56502,Becker County,Neither,,27005
MN,56511,Becker County,Neither,100,27005
MN,56521,Becker County,Neither,100.01,27005
MN,56544,Becker County,Neither,80.83,27005
MN,56554,Becker County,Neither,96.23,27005
MN,56569,Becker County,Neither,100,27005
MN,56570,Becker County,Neither,100,27005
MN,56572,Becker County,Neither,2.77,27005
MN,56575,Becker County,Neither,100,27005
MN,56577,Becker County,Neither,100,27005
MN,56578,Becker County,Neither,100,27005
MN,56589,Becker County,Neither,31.34,27005
MN,56591,Becker County,Neither,100,27005
MN,56593,Becker County,Neither,100,27005
MN,56601,Beltrami County,Micro,94.41,27007
MN,56619,Beltrami County,Micro,,27007
MN,56630,Beltrami County,Micro,90.74,27007
MN,56633,Beltrami County,Micro,21.47,27007
MN,56647,Beltrami County,Micro,100,27007
MN,56650,Beltrami County,Micro,100,27007
MN,56652,Beltrami County,Micro,9.83,27007
MN,56661,Beltrami County,Micro,10.62,27007
MN,56663,Beltrami County,Micro,100,27007
MN,56666,Beltrami County,Micro,100,27007
MN,56667,Beltrami County,Micro,100,27007
MN,56670,Beltrami County,Micro,100,27007
MN,56671,Beltrami County,Micro,97.42,27007
MN,56676,Beltrami County,Micro,37.46,27007
MN,56678,Beltrami County,Micro,64.35,27007
MN,56683,Beltrami County,Micro,100,27007
MN,56685,Beltrami County,Micro,100,27007
MN,56687,Beltrami County,Micro,100,27007
MN,56727,Beltrami County,Micro,39.14,27007
MN,56329,Benton County,Metro,94.38,27009
MN,56333,Benton County,Metro,,27009
MN,56357,Benton County,Metro,69,27009
MN,56373,Benton County,Metro,9.41,27009
MN,56210,Big Stone County,Neither,100,27011
MN,56211,Big Stone County,Neither,76.18,27011
MN,56221,Big Stone County,Neither,6.08,27011
MN,56225,Big Stone County,Neither,100,27011
MN,56227,Big Stone County,Neither,100,27011
MN,56236,Big Stone County,Neither,15.88,27011
MN,56240,Big Stone County,Neither,85.89,27011
MN,56276,Big Stone County,Neither,81.54,27011
MN,56278,Big Stone County,Neither,98.2,27011
MN,56048,Blue Earth County,Metro,12.16,27013
MN,56062,Blue Earth County,Metro,6.26,27013
MN,56068,Blue Earth County,Metro,15.73,27013
MN,56073,Blue Earth County,Metro,1.2,27013
MN,56088,Blue Earth County,Metro,2.47,27013
MN,55333,Brown County,Micro,0.58,27015
MN,56019,Brown County,Micro,76.26,27015
MN,56030,Brown County,Micro,,27015
MN,56041,Brown County,Micro,100,27015
MN,56062,Brown County,Micro,1.78,27015
MN,56073,Brown County,Micro,91.58,27015
MN,56081,Brown County,Micro,1.07,27015
MN,56083,Brown County,Micro,8.92,27015
MN,56084,Brown County,Micro,,27015
MN,56085,Brown County,Micro,99.05,27015
MN,56087,Brown County,Micro,93.5,27015
MN,56266,Brown County,Micro,12.65,27015
MN,55707,Carlton County,Metro,100.01,27017
MN,55718,Carlton County,Metro,100,27017
MN,55720,Carlton County,Metro,87.77,27017
MN,55726,Carlton County,Metro,100,27017
MN,55749,Carlton County,Metro,69.71,27017
MN,55756,Carlton County,Metro,4.87,27017
MN,55757,Carlton County,Metro,100,27017
MN,55767,Carlton County,Metro,93.34,27017
MN,55780,Carlton County,Metro,100.01,27017
MN,55783,Carlton County,Metro,2.79,27017
MN,55787,Carlton County,Metro,17.71,27017
MN,55797,Carlton County,Metro,100,27017
MN,55798,Carlton County,Metro,89.5,27017
MN,55395,Carver County,Metro,1.49,27019
MN,55785,Cass County,Micro,19.77,27021
MN,56401,Cass County,Micro,5.72,27021
MN,56433,Cass County,Micro,18.81,27021
MN,56435,Cass County,Micro,99.79,27021
MN,56448,Cass County,Micro,7.53,27021
MN,56452,Cass County,Micro,100,27021
MN,56461,Cass County,Micro,3.76,27021
MN,56466,Cass County,Micro,44.96,27021
MN,56468,Cass County,Micro,29.7,27021
MN,56472,Cass County,Micro,16.93,27021
MN,56473,Cass County,Micro,95.47,27021
MN,56474,Cass County,Micro,84.45,27021
MN,56477,Cass County,Micro,2.43,27021
MN,56479,Cass County,Micro,3.93,27021
MN,56481,Cass County,Micro,2.51,27021
MN,56484,Cass County,Micro,100,27021
MN,56626,Cass County,Micro,100,27021
MN,56633,Cass County,Micro,63.97,27021
MN,56636,Cass County,Micro,6.74,27021
MN,56641,Cass County,Micro,100,27021
MN,56655,Cass County,Micro,100,27021
MN,56662,Cass County,Micro,100,27021
MN,56672,Cass County,Micro,99.99,27021
MN,56208,Chippewa County,Neither,0.39,27023
MN,56222,Chippewa County,Neither,100,27023
MN,56241,Chippewa County,Neither,26.55,27023
MN,56252,Chippewa County,Neither,9.45,27023
MN,56260,Chippewa County,Neither,90.96,27023
MN,56262,Chippewa County,Neither,91.99,27023
MN,56265,Chippewa County,Neither,91.11,27023
MN,56271,Chippewa County,Neither,10.03,27023
MN,56282,Chippewa County,Neither,14.37,27023
MN,56295,Chippewa County,Neither,100,27023
MN,55006,Chisago County,Metro,5.23,27025
MN,56519,Clay County,Metro,30.33,27027
MN,56554,Clay County,Metro,3.77,27027
MN,56470,Clearwater County,Neither,0.25,27029
MN,56557,Clearwater County,Neither,1.99,27029
MN,56589,Clearwater County,Neither,0.25,27029
MN,56621,Clearwater County,Neither,98.38,27029
MN,56634,Clearwater County,Neither,99.64,27029
MN,56644,Clearwater County,Neither,98.86,27029
MN,56652,Clearwater County,Neither,90.17,27029
MN,56671,Clearwater County,Neither,2.58,27029
MN,56676,Clearwater County,Neither,62.53,27029
MN,56678,Clearwater County,Neither,1.51,27029
MN,55604,Cook County,Neither,100,27031
MN,55605,Cook County,Neither,100,27031
MN,55606,Cook County,Neither,100,27031
MN,55612,Cook County,Neither,100,27031
MN,55613,Cook County,Neither,100,27031
MN,55615,Cook County,Neither,100,27031
MN,56019,Cottonwood County,Neither,19.37,27033
MN,56083,Cottonwood County,Neither,22.08,27033
MN,56101,Cottonwood County,Neither,91.42,27033
MN,56118,Cottonwood County,Neither,94.06,27033
MN,56131,Cottonwood County,Neither,2.14,27033
MN,56137,Cottonwood County,Neither,10.7,27033
MN,56145,Cottonwood County,Neither,100,27033
MN,56152,Cottonwood County,Neither,14.8,27033
MN,56159,Cottonwood County,Neither,98.09,27033
MN,56166,Cottonwood County,Neither,27.27,27033
MN,56174,Cottonwood County,Neither,100,27033
MN,56180,Cottonwood County,Neither,6.25,27033
MN,56183,Cottonwood County,Neither,91.37,27033
MN,56338,Crow Wing County,Micro,8.57,27035
MN,56364,Crow Wing County,Micro,1.66,27035
MN,56401,Crow Wing County,Micro,94.27,27035
MN,56425,Crow Wing County,Micro,100,27035
MN,56431,Crow Wing County,Micro,7.47,27035
MN,56435,Crow Wing County,Micro,0.21,27035
MN,56441,Crow Wing County,Micro,99.99,27035
MN,56442,Crow Wing County,Micro,100,27035
MN,56444,Crow Wing County,Micro,100,27035
MN,56447,Crow Wing County,Micro,100,27035
MN,56448,Crow Wing County,Micro,92.47,27035
MN,56449,Crow Wing County,Micro,76.43,27035
MN,56450,Crow Wing County,Micro,61.75,27035
MN,56455,Crow Wing County,Micro,100,27035
MN,56456,Crow Wing County,Micro,100,27035
MN,56459,Crow Wing County,Micro,,27035
MN,56465,Crow Wing County,Micro,100,27035
MN,56468,Crow Wing County,Micro,70.3,27035
MN,56472,Crow Wing County,Micro,83.07,27035
MN,56474,Crow Wing County,Micro,15.55,27035
MN,55009,Dakota County,Metro,9.88,27037
MN,55057,Dakota County,Metro,11.83,27037
MN,55089,Dakota County,Metro,16.98,27037
MN,55917,Dodge County,Metro,11.18,27039
MN,55963,Dodge County,Metro,7.08,27039
MN,56308,Douglas County,Micro,99.75,27041
MN,56315,Douglas County,Micro,99.37,27041
MN,56319,Douglas County,Micro,96.29,27041
MN,56326,Douglas County,Micro,94.82,27041
MN,56327,Douglas County,Micro,70.73,27041
MN,56332,Douglas County,Micro,100,27041
MN,56334,Douglas County,Micro,1.86,27041
MN,56339,Douglas County,Micro,7.97,27041
MN,56341,Douglas County,Micro,,27041
MN,56343,Douglas County,Micro,82.51,27041
MN,56349,Douglas County,Micro,10.91,27041
MN,56354,Douglas County,Micro,100,27041
MN,56355,Douglas County,Micro,100,27041
MN,56360,Douglas County,Micro,61.1,27041
MN,56361,Douglas County,Micro,14.48,27041
MN,56385,Douglas County,Micro,3.02,27041
MN,56446,Douglas County,Micro,5.26,27041
MN,56013,Faribault County,Neither,98.08,27043
MN,56014,Faribault County,Neither,100,27043
MN,56023,Faribault County,Neither,100,27043
MN,56025,Faribault County,Neither,100,27043
MN,56027,Faribault County,Neither,88.55,27043
MN,56033,Faribault County,Neither,100,27043
MN,56047,Faribault County,Neither,100,27043
MN,56051,Faribault County,Neither,100,27043
MN,56068,Faribault County,Neither,72.59,27043
MN,56097,Faribault County,Neither,93.65,27043
MN,56098,Faribault County,Neither,95.52,27043
MN,55922,Fillmore County,Metro,100,27045
MN,55939,Fillmore County,Metro,100,27045
MN,55949,Fillmore County,Metro,100,27045
MN,55951,Fillmore County,Metro,10.59,27045
MN,55954,Fillmore County,Metro,93.97,27045
MN,55962,Fillmore County,Metro,96.59,27045
MN,55965,Fillmore County,Metro,99.99,27045
MN,55971,Fillmore County,Metro,84.83,27045
MN,55974,Fillmore County,Metro,1.5,27045
MN,55979,Fillmore County,Metro,4.29,27045
MN,55912,Freeborn County,Micro,1.88,27047
MN,55917,Freeborn County,Micro,6.06,27047
MN,55953,Freeborn County,Micro,2.13,27047
MN,56007,Freeborn County,Micro,99.99,27047
MN,56009,Freeborn County,Micro,100,27047
MN,56016,Freeborn County,Micro,100.01,27047
MN,56020,Freeborn County,Micro,100,27047
MN,56026,Freeborn County,Micro,22.41,27047
MN,56029,Freeborn County,Micro,100,27047
MN,56032,Freeborn County,Micro,100,27047
MN,56035,Freeborn County,Micro,100,27047
MN,56036,Freeborn County,Micro,100,27047
MN,56042,Freeborn County,Micro,100,27047
MN,56043,Freeborn County,Micro,100,27047
MN,56045,Freeborn County,Micro,100,27047
MN,56072,Freeborn County,Micro,2.39,27047
MN,56089,Freeborn County,Micro,100,27047
MN,56097,Freeborn County,Micro,4.84,27047
MN,55009,Goodhue County,Micro,90.12,27049
MN,55018,Goodhue County,Micro,88.37,27049
MN,55026,Goodhue County,Micro,100,27049
MN,55027,Goodhue County,Micro,98.19,27049
MN,55041,Goodhue County,Micro,21.73,27049
MN,55053,Goodhue County,Micro,16.25,27049
MN,55066,Goodhue County,Micro,99.99,27049
MN,55089,Goodhue County,Micro,83.02,27049
MN,55946,Goodhue County,Micro,92.67,27049
MN,55963,Goodhue County,Micro,63.81,27049
MN,55983,Goodhue County,Micro,100,27049
MN,55992,Goodhue County,Micro,99.99,27049
MN,56248,Grant County,Neither,88.48,27051
MN,56274,Grant County,Neither,75.14,27051
MN,56309,Grant County,Neither,80,27051
MN,56311,Grant County,Neither,100,27051
MN,56339,Grant County,Neither,92.03,27051
MN,56343,Grant County,Neither,5.51,27051
MN,56531,Grant County,Neither,100,27051
MN,56565,Grant County,Neither,8.41,27051
MN,56590,Grant County,Neither,100,27051
MN,55921,Houston County,Metro,100,27055
MN,55931,Houston County,Metro,100,27055
MN,55943,Houston County,Metro,89.08,27055
MN,55954,Houston County,Metro,6.03,27055
MN,55971,Houston County,Metro,4.71,27055
MN,55974,Houston County,Metro,98.5,27055
MN,56433,Hubbard County,Neither,81.2,27057
MN,56436,Hubbard County,Neither,100,27057
MN,56458,Hubbard County,Neither,100,27057
MN,56461,Hubbard County,Neither,96.24,27057
MN,56464,Hubbard County,Neither,12.84,27057
MN,56467,Hubbard County,Neither,100,27057
MN,56470,Hubbard County,Neither,92.02,27057
MN,56601,Hubbard County,Neither,5.59,27057
MN,56633,Hubbard County,Neither,14.56,27057
MN,56678,Hubbard County,Neither,34.14,27057
MN,55006,Isanti County,Metro,59.6,27059
MN,55029,Isanti County,Metro,100,27059
MN,56353,Isanti County,Metro,0.52,27059
MN,56358,Isanti County,Metro,1.63,27059
MN,55709,Itasca County,Micro,100,27061
MN,55716,Itasca County,Micro,100,27061
MN,55721,Itasca County,Micro,99.99,27061
MN,55722,Itasca County,Micro,100,27061
MN,55723,Itasca County,Micro,10.28,27061
MN,55730,Itasca County,Micro,,27061
MN,55736,Itasca County,Micro,4.65,27061
MN,55742,Itasca County,Micro,100,27061
MN,55744,Itasca County,Micro,100,27061
MN,55745,Itasca County,Micro,,27061
MN,55746,Itasca County,Micro,0.35,27061
MN,55748,Itasca County,Micro,18.09,27061
MN,55752,Itasca County,Micro,3.54,27061
MN,55753,Itasca County,Micro,100,27061
MN,55764,Itasca County,Micro,100,27061
MN,55769,Itasca County,Micro,100,27061
MN,55775,Itasca County,Micro,100,27061
MN,55781,Itasca County,Micro,20.03,27061
MN,55784,Itasca County,Micro,100,27061
MN,55786,Itasca County,Micro,100,27061
MN,55793,Itasca County,Micro,100,27061
MN,56628,Itasca County,Micro,100,27061
MN,56630,Itasca County,Micro,9.25,27061
MN,56631,Itasca County,Micro,,27061
MN,56636,Itasca County,Micro,93.26,27061
MN,56637,Itasca County,Micro,100,27061
MN,56639,Itasca County,Micro,96.95,27061
MN,56657,Itasca County,Micro,100.01,27061
MN,56659,Itasca County,Micro,100,27061
MN,56661,Itasca County,Micro,36.73,27061
MN,56680,Itasca County,Micro,100,27061
MN,56681,Itasca County,Micro,100,27061
MN,56688,Itasca County,Micro,100,27061
IA,51360,Jackson County,Neither,1.16,27063
MN,56101,Jackson County,Neither,8.57,27063
MN,56111,Jackson County,Neither,100,27063
MN,56118,Jackson County,Neither,5.94,27063
MN,56119,Jackson County,Neither,16.72,27063
MN,56137,Jackson County,Neither,89.29,27063
MN,56143,Jackson County,Neither,100,27063
MN,56150,Jackson County,Neither,100,27063
MN,56159,Jackson County,Neither,1.91,27063
MN,56160,Jackson County,Neither,11.68,27063
MN,56161,Jackson County,Neither,100,27063
MN,56167,Jackson County,Neither,34.49,27063
MN,56187,Jackson County,Neither,0.71,27063
MN,55006,Kanabec County,Neither,21.6,27065
MN,55007,Kanabec County,Neither,58.01,27065
MN,55030,Kanabec County,Neither,23.27,27065
MN,55037,Kanabec County,Neither,2.25,27065
MN,55051,Kanabec County,Neither,100,27065
MN,55072,Kanabec County,Neither,3.23,27065
MN,56342,Kanabec County,Neither,16.06,27065
MN,56353,Kanabec County,Neither,0.33,27065
MN,56358,Kanabec County,Neither,96.99,27065
MN,56201,Kandiyohi County,Micro,100.02,27067
MN,56209,Kandiyohi County,Micro,93.8,27067
MN,56216,Kandiyohi County,Micro,100,27067
MN,56251,Kandiyohi County,Micro,100,27067
MN,56252,Kandiyohi County,Micro,3.8,27067
MN,56253,Kandiyohi County,Micro,100,27067
MN,56273,Kandiyohi County,Micro,100,27067
MN,56279,Kandiyohi County,Micro,100,27067
MN,56281,Kandiyohi County,Micro,100,27067
MN,56282,Kandiyohi County,Micro,85.63,27067
MN,56284,Kandiyohi County,Micro,6.54,27067
MN,56288,Kandiyohi County,Micro,99.99,27067
MN,56289,Kandiyohi County,Micro,90.06,27067
MN,56312,Kandiyohi County,Micro,18.43,27067
MN,56316,Kandiyohi County,Micro,7.22,27067
MN,56362,Kandiyohi County,Micro,3.73,27067
MN,56720,Kittson County,Neither,100,27069
MN,56728,Kittson County,Neither,100,27069
MN,56729,Kittson County,Neither,100,27069
MN,56731,Kittson County,Neither,100,27069
MN,56732,Kittson County,Neither,94.54,27069
MN,56733,Kittson County,Neither,100,27069
MN,56734,Kittson County,Neither,100,27069
MN,56735,Kittson County,Neither,97.3,27069
MN,56740,Kittson County,Neither,,27069
MN,56755,Kittson County,Neither,100,27069
ND,58225,Kittson County,Neither,6.31,27069
MN,55771,Koochiching County,Neither,4.4,27071
MN,55772,Koochiching County,Neither,100,27071
MN,56623,Koochiching County,Neither,3.86,27071
MN,56627,Koochiching County,Neither,100,27071
MN,56629,Koochiching County,Neither,100,27071
MN,56639,Koochiching County,Neither,3.05,27071
MN,56649,Koochiching County,Neither,99.99,27071
MN,56653,Koochiching County,Neither,100,27071
MN,56654,Koochiching County,Neither,100,27071
MN,56658,Koochiching County,Neither,100,27071
MN,56660,Koochiching County,Neither,100,27071
MN,56661,Koochiching County,Neither,52.65,27071
MN,56668,Koochiching County,Neither,100,27071
MN,56669,Koochiching County,Neither,62.93,27071
MN,56679,Koochiching County,Neither,,27071
MN,56208,Lac qui Parle County,Neither,2.57,27073
MN,56212,Lac qui Parle County,Neither,100,27073
MN,56218,Lac qui Parle County,Neither,71.34,27073
MN,56220,Lac qui Parle County,Neither,6.03,27073
MN,56232,Lac qui Parle County,Neither,100,27073
MN,56256,Lac qui Parle County,Neither,100,27073
MN,56257,Lac qui Parle County,Neither,100,27073
MN,56265,Lac qui Parle County,Neither,5.62,27073
MN,56276,Lac qui Parle County,Neither,18.46,27073
MN,56278,Lac qui Parle County,Neither,1.81,27073
MN,55601,Lake County,Metro,100,27075
MN,55603,Lake County,Metro,100,27075
MN,55607,Lake County,Metro,100,27075
MN,55609,Lake County,Metro,100,27075
MN,55614,Lake County,Metro,100,27075
MN,55616,Lake County,Metro,94.73,27075
MN,55731,Lake County,Metro,9.67,27075
MN,56623,Lake of the Woods County,Neither,96.14,27077
MN,56673,Lake of the Woods County,Neither,37.48,27077
MN,56686,Lake of the Woods County,Neither,100,27077
MN,56711,Lake of the Woods County,Neither,100,27077
MN,56741,Lake of the Woods County,Neither,100,27077
MN,56028,Le Sueur County,Metro,94.17,27079
MN,56044,Le Sueur County,Metro,8.69,27079
MN,56057,Le Sueur County,Metro,100.01,27079
MN,56058,Le Sueur County,Metro,90.02,27079
MN,56082,Le Sueur County,Metro,5.63,27079
MN,56096,Le Sueur County,Metro,91.2,27079
MN,56113,Lincoln County,Neither,100,27081
MN,56136,Lincoln County,Neither,100,27081
MN,56142,Lincoln County,Neither,100,27081
MN,56149,Lincoln County,Neither,99.05,27081
MN,56164,Lincoln County,Neither,2.5,27081
MN,56178,Lincoln County,Neither,96.51,27081
MN,56220,Lincoln County,Neither,4.59,27081
MN,56264,Lincoln County,Neither,0.86,27081
MN,56280,Lincoln County,Neither,32.08,27081
MN,56291,Lincoln County,Neither,17.76,27081
SD,57026,Lincoln County,Neither,4.53,27081
MN,56115,Lyon County,Micro,82.8,27083
MN,56132,Lyon County,Micro,60.74,27083
MN,56157,Lyon County,Micro,100,27083
MN,56169,Lyon County,Micro,100,27083
MN,56170,Lyon County,Micro,14.48,27083
MN,56175,Lyon County,Micro,86.06,27083
MN,56178,Lyon County,Micro,3.49,27083
MN,56229,Lyon County,Micro,90.81,27083
MN,56239,Lyon County,Micro,100,27083
MN,56258,Lyon County,Micro,99.68,27083
MN,56263,Lyon County,Micro,8.13,27083
MN,56264,Lyon County,Micro,88.93,27083
MN,56291,Lyon County,Micro,52.1,27083
MN,55312,McLeod County,Micro,100,27085
MN,55336,McLeod County,Micro,96.05,27085
MN,55350,McLeod County,Micro,97.65,27085
MN,55354,McLeod County,Micro,100,27085
MN,55370,McLeod County,Micro,100,27085
MN,55381,McLeod County,Micro,100,27085
MN,55385,McLeod County,Micro,77.62,27085
MN,55395,McLeod County,Micro,98.51,27085
MN,56516,Mahnomen County,Neither,81.97,27087
MN,56542,Mahnomen County,Neither,5.58,27087
MN,56557,Mahnomen County,Neither,96.16,27087
MN,56566,Mahnomen County,Neither,100,27087
MN,56589,Mahnomen County,Neither,68.41,27087
MN,56592,Mahnomen County,Neither,0.78,27087
MN,56621,Mahnomen County,Neither,0.19,27087
MN,56651,Mahnomen County,Neither,51.86,27087
MN,56701,Marshall County,Neither,3.81,27089
MN,56710,Marshall County,Neither,95.92,27089
MN,56713,Marshall County,Neither,100,27089
MN,56724,Marshall County,Neither,100,27089
MN,56725,Marshall County,Neither,17.48,27089
MN,56727,Marshall County,Neither,60.86,27089
MN,56732,Marshall County,Neither,4.49,27089
MN,56737,Marshall County,Neither,100,27089
MN,56738,Marshall County,Neither,100,27089
MN,56744,Marshall County,Neither,74.4,27089
MN,56757,Marshall County,Neither,100,27089
MN,56758,Marshall County,Neither,100,27089
MN,56759,Marshall County,Neither,26.1,27089
MN,56760,Marshall County,Neither,100,27089
MN,56762,Marshall County,Neither,84.65,27089
MN,56013,Martin County,Micro,1.92,27091
MN,56027,Martin County,Micro,4.54,27091
MN,56031,Martin County,Micro,100.01,27091
MN,56039,Martin County,Micro,100,27091
MN,56075,Martin County,Micro,100,27091
MN,56088,Martin County,Micro,87.46,27091
MN,56098,Martin County,Micro,4.47,27091
MN,56121,Martin County,Micro,100,27091
MN,56127,Martin County,Micro,100,27091
MN,56160,Martin County,Micro,29.44,27091
MN,56162,Martin County,Micro,55.44,27091
MN,56171,Martin County,Micro,100,27091
MN,56176,Martin County,Micro,100,27091
MN,56181,Martin County,Micro,100,27091
MN,55324,Meeker County,Neither,100,27093
MN,55325,Meeker County,Neither,100,27093
MN,55350,Meeker County,Neither,2.13,27093
MN,55355,Meeker County,Neither,100,27093
MN,55389,Meeker County,Neither,84.15,27093
MN,56209,Meeker County,Neither,6.2,27093
MN,56228,Meeker County,Neither,97.28,27093
MN,56243,Meeker County,Neither,100,27093
MN,56362,Meeker County,Neither,7.71,27093
MN,56342,Mille Lacs County,Metro,60.75,27095
MN,56353,Mille Lacs County,Metro,99.14,27095
MN,56357,Mille Lacs County,Metro,31,27095
MN,56358,Mille Lacs County,Metro,1.38,27095
MN,56359,Mille Lacs County,Metro,100,27095
MN,56386,Mille Lacs County,Metro,100,27095
MN,56450,Mille Lacs County,Metro,38.25,27095
MN,56314,Morrison County,Neither,95.55,27097
MN,56317,Morrison County,Neither,,27097
MN,56318,Morrison County,Neither,36.67,27097
MN,56328,Morrison County,Neither,100,27097
MN,56329,Morrison County,Neither,5.62,27097
MN,56338,Morrison County,Neither,91.43,27097
MN,56344,Morrison County,Neither,,27097
MN,56345,Morrison County,Neither,99.99,27097
MN,56364,Morrison County,Neither,98.34,27097
MN,56373,Morrison County,Neither,90.59,27097
MN,56382,Morrison County,Neither,75.98,27097
MN,56384,Morrison County,Neither,100,27097
MN,56443,Morrison County,Neither,75.44,27097
MN,56449,Morrison County,Neither,23.57,27097
MN,56466,Morrison County,Neither,44.03,27097
MN,56473,Morrison County,Neither,4.53,27097
MN,56475,Morrison County,Neither,100,27097
MN,55909,Mower County,Micro,100,27099
MN,55912,Mower County,Micro,98.12,27099
MN,55917,Mower County,Micro,5.55,27099
MN,55918,Mower County,Micro,100,27099
MN,55926,Mower County,Micro,100,27099
MN,55933,Mower County,Micro,100,27099
MN,55936,Mower County,Micro,100,27099
MN,55950,Mower County,Micro,100,27099
MN,55951,Mower County,Micro,89.41,27099
MN,55953,Mower County,Micro,97.87,27099
MN,55967,Mower County,Micro,100,27099
MN,55970,Mower County,Micro,100,27099
MN,55973,Mower County,Micro,100,27099
MN,55977,Mower County,Micro,100,27099
MN,55982,Mower County,Micro,100,27099
MN,56114,Murray County,Neither,100,27101
MN,56115,Murray County,Neither,17.2,27101
MN,56122,Murray County,Neither,95.9,27101
MN,56123,Murray County,Neither,100,27101
MN,56125,Murray County,Neither,100,27101
MN,56128,Murray County,Neither,3.73,27101
MN,56131,Murray County,Neither,77.71,27101
MN,56132,Murray County,Neither,39.26,27101
MN,56141,Murray County,Neither,95.05,27101
MN,56151,Murray County,Neither,100,27101
MN,56170,Murray County,Neither,12.95,27101
MN,56172,Murray County,Neither,100,27101
MN,56175,Murray County,Neither,9.08,27101
MN,56180,Murray County,Neither,5.68,27101
MN,56183,Murray County,Neither,8.63,27101
MN,56186,Murray County,Neither,20.88,27101
MN,55332,Nicollet County,Metro,6.19,27103
MN,55334,Nicollet County,Metro,1.91,27103
MN,55335,Nicollet County,Metro,8.41,27103
MN,56021,Nicollet County,Metro,100,27103
MN,56054,Nicollet County,Metro,93.29,27103
MN,56058,Nicollet County,Metro,2.26,27103
MN,56073,Nicollet County,Metro,7.22,27103
MN,56082,Nicollet County,Metro,94.38,27103
MN,56110,Nobles County,Micro,100,27105
MN,56117,Nobles County,Micro,100,27105
MN,56119,Nobles County,Micro,83.28,27105
MN,56122,Nobles County,Micro,4.1,27105
MN,56128,Nobles County,Micro,3.98,27105
MN,56129,Nobles County,Micro,82.73,27105
MN,56131,Nobles County,Micro,20.15,27105
MN,56141,Nobles County,Micro,4.95,27105
MN,56147,Nobles County,Micro,19.27,27105
MN,56153,Nobles County,Micro,100,27105
MN,56155,Nobles County,Micro,100,27105
MN,56158,Nobles County,Micro,16.36,27105
MN,56165,Nobles County,Micro,100,27105
MN,56167,Nobles County,Micro,65.51,27105
MN,56168,Nobles County,Micro,100,27105
MN,56185,Nobles County,Micro,100,27105
MN,56187,Nobles County,Micro,99.28,27105
MN,56510,Norman County,Neither,100,27107
MN,56516,Norman County,Neither,18.03,27107
MN,56519,Norman County,Neither,69.67,27107
MN,56540,Norman County,Neither,10.6,27107
MN,56541,Norman County,Neither,100,27107
MN,56545,Norman County,Neither,100,27107
MN,56548,Norman County,Neither,100,27107
MN,56550,Norman County,Neither,100,27107
MN,56557,Norman County,Neither,1.85,27107
MN,56574,Norman County,Neither,100,27107
MN,56581,Norman County,Neither,100,27107
MN,56584,Norman County,Neither,100,27107
MN,55963,Olmsted County,Metro,29.11,27109
MN,55972,Olmsted County,Metro,3.76,27109
